Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
14-Dec-25,316328,Permanently Closed (Outlet/brand),Business closed OPERATIONAL CHALLENGES,try to connect but not ans
14-Dec-25,49328,Permanently Closed (Outlet/brand),Outlet is not part of chain and brand is not connected,Outlet is live now
14-Dec-25,16927,Temporarily Closed (Renovation / Relocation/Internet issue),"These ids are under discussion with their management, so timline is not shared when it will be reopned","These ids are under discussion with their management, so timline is not shared when it will be reopned"
14-Dec-25,325144,Permanently Closed (Outlet/brand),"Due to low sales on that location, Franchiser has closed that outlets.","Due to low sales on that location, Franchiser has closed that outlets."
14-Dec-25,319983,Temporarily Closed (Renovation / Relocation/Internet issue),Under renovation and it will be live soon,Under renovation and it will be live soon
14-Dec-25,357321,Temporarily Closed (Renovation / Relocation/Internet issue),unable to connect. The POC was connected until the 1st week of February,unable to connect. The POC was connected until the 1st week of February
14-Dec-25,397764,Temporarily Closed (Renovation / Relocation/Internet issue),"under renovation, we are keeping this under observation till april. Otherwise will mark this permanently closed.",under renovation
15-Dec-25,152863,Permanently Closed (Outlet/brand),0,
15-Dec-25,35617,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
15-Dec-25,393660,Permanently Closed (Outlet/brand),closed due to internal issue,closed due to internal issue
15-Dec-25,372541,Permanently Closed (Outlet/brand),The outlet has been closed from the franchise’s side due to some internal disputes. This is not related to Petpooja.,The outlet has been closed from the franchise?? side due to some internal disputes. This is not related to Petpooja.
15-Dec-25,377100,Permanently Closed (Outlet/brand),"The brand currently has very few active outlets (4 out of 31, last month 5 out of 31) in the market. The brand owner, Rohan, typically reaches out only when he has a specific request. Otherwise, he is generally unresponsive to calls. I have been unable to get in touch with him since long. I have sent him a WhatsApp message, a group message, and an email but have not received any response so far. Also, the brand is not perfomring good in the market.","The brand currently has very few active outlets (4 out of 31, last month 5 out of 31) in the market. The brand owner, Rohan, typically reaches out only when he has a specific request. Otherwise, he is generally unresponsive to calls. I have been unable to get in touch with him since long. I have sent him a WhatsApp message, a group message, and an email but have not received any response so far. Also, the brand is not perfomring good in the market."
15-Dec-25,404946,Outlet once out of Sync- now Active,Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
15-Dec-25,116663,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
15-Dec-25,60198,Temporarily Closed (Renovation / Relocation/Internet issue),This month reopening again,This month reopening again
15-Dec-25,348648,Temporarily Closed (Renovation / Relocation/Internet issue),Renovation,Renovation 
15-Dec-25,111312,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
16-Dec-25,84993,Permanently Closed (Outlet/brand),Airport cafe( Contract ended up),Airport cafe( Contract ended up)
16-Dec-25,384029,Permanently Closed (Outlet/brand),Closed due to relocation. The brand will use this ID if new location is finalized.,Closed due to relocation
16-Dec-25,360017,I don't know,Response pending from client's end.,Response pending from client's end.  
16-Dec-25,400950,Permanently Closed (Outlet/brand),"The outlet is temporarily closed. They have not shared the exact reason, but the issue is not from Petpooja’s side. Once their internal issue is resolved, they will purchase a new ID","They have purchased a new ID; however, they are currently using a machine POS. They will start using the Petpooja POS by the end of this month."
16-Dec-25,323400,Permanently Closed (Outlet/brand),"The outlet is not using pos Brand is pushing them to use pos, as it's been more than 50 days hence keeping it permanently closed.",relocating
16-Dec-25,28441,Ownership Transferred,Removed from franchise,Removed from franchise
16-Dec-25,376691,Permanently Closed (Outlet/brand),Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.,Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.
16-Dec-25,361775,Not Connected Brand,0,
16-Dec-25,314823,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),"Couldnt connect with customer, waiting for confirmation"
17-Dec-25,153282,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
17-Dec-25,394961,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
17-Dec-25,394960,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
17-Dec-25,28435,Ownership Transferred,Removed from franchise,Removed from franchise
17-Dec-25,412599,Permanently Closed (Outlet/brand),0,
17-Dec-25,137361,Permanently Closed (Outlet/brand),0,
17-Dec-25,38623,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
17-Dec-25,320956,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
17-Dec-25,28438,Ownership Transferred,Removed from franchise,Removed from franchise
17-Dec-25,392462,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
18-Dec-25,47923,Permanently Closed (Outlet/brand),renovation going on,renovation going on
18-Dec-25,106830,Temporarily Closed (Renovation / Relocation/Internet issue),its temporary closed,its temporary closed
18-Dec-25,375626,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
18-Dec-25,343399,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
18-Dec-25,157798,Permanently Closed (Outlet/brand),Temporary closed Due to shifting,Temporary closed Due to shifting
18-Dec-25,359068,Ownership Transferred,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
18-Dec-25,61154,Temporarily Closed (Renovation / Relocation/Internet issue),outlet is active there is some issue in POS,outlet is active there is some issue in POS
18-Dec-25,28434,Ownership Transferred,Removed from franchise,Removed from franchise
18-Dec-25,332247,Outlet once out of Sync- now Active,Waiting for confirmation,Waiting for confirmation
18-Dec-25,28443,Ownership Transferred,Removed from franchise,Removed from franchise
18-Dec-25,361544,Permanently Closed (Outlet/brand),Brand is not in contact from starting considering outlet permanent clsoed,Brand is not in contact from starting considering outlet permanent clsoed
18-Dec-25,87006,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
18-Dec-25,123845,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
18-Dec-25,28436,Ownership Transferred,Removed from franchise,Removed from franchise
19-Dec-25,398187,Temporarily Closed (Renovation / Relocation/Internet issue),Temo closed due to internal issue,Temo closed due to internal issue
19-Dec-25,96342,Outlet once out of Sync- now Active,0,"Not able to connect, tried multiple times"
